wav_file,label,transcription
Ses04F_script02_2_F029,4,no .
Ses05F_impro02_F016,8,you don t know how to what ? you ll be fine . i mean you re a great parent . i know .
Ses03M_impro05b_M030,4,okay . and you re going to give me what for my inconvenience ?
Ses02F_script01_1_M013,0,for god sakes it s been three years . nobody comes back after three years . it s insane .
Ses04M_impro03_F024,1,this is why men don t plan weddings . laughter 
Ses05F_impro04_F020,4,it s three years .
Ses05F_script03_2_F004,7,maybe just a little but 
Ses03F_impro02_F030,8,but we can work you know we you can write me and we could see pictures
Ses03M_impro04_F012,8,look i m sorry 
Ses02M_script03_2_M012,7,you can hardly call three liquor glasses in a whole evening going on and on and on .
Ses04M_script01_2_M016,4,alright alright . calm yourself .
Ses01F_script01_3_M035,8,i mean . . .you can t take those things out of a war . when you drive that car and you see that new refrigerator you have to know that it came out of the love that a man can have for another man .
Ses01M_script03_1_F022,8,does the one that s left still laugh ?
Ses01M_impro06_M019,3,so many things you know ?
Ses02M_impro06_M012,3,so loving everybody you know .
Ses04F_impro07_M065,8,yes .
Ses05M_script02_2_F003,8,sure . everybody is told the same thing it keeps us all excited . it keeps us all coming back for more . it keeps us thinking that life is gonna start now any minute if we can just find the right spot and get in on the action .
Ses01F_impro04_F010,8,what did he do ? what was so great ? i don t understand why they would pick him over me .
Ses01M_impro03_M003,7,well she s not a citizen so she wants to get a visa .
Ses01F_script01_1_M042,4,well i am thinking like that .
Ses03F_impro04_F019,8,yeah . unfortunately .
Ses02F_script03_2_F014,0,what ?
Ses02F_script03_2_M042,0,you re not going like this .
Ses02F_impro04_M006,7,there . . .there are plenty of people out there with with like good jobs you know that are a lot . . .
Ses05F_impro03_M043,2,oh thanks . move here before you get married laughter 
Ses03F_script03_2_F016,8,no . just making myself fascinating for you .
Ses04F_impro05_M003,4,ma am first of all i d like you to calm down . second of all 
Ses05M_script01_1b_M006,8,being dishonest with him . it s the kind of thing that pays off and now it s paying off .
Ses04F_impro07_M081,8,and i mean you know i knew my roommates and stuff but i there wasn t really that sense of community 
Ses03M_impro03_M009,8,that s my name .
Ses01F_script02_1_F012,8,there is no point .
Ses02M_impro08_M019,7,uh i mean have you been shopping around on the internet and stuff ? i mean that you gave 
Ses01M_impro02_F007,4,that s not fair .
Ses02F_script03_2_M022,4,nonsense . they have a little bag of venom behind their fangs and they snap .
Ses04M_script02_2_M002,4,certainly is not . it s slightly exaggerated scientific fact .
Ses05F_impro01_M006,4,i don t want to be rude here ma am but line two b is where you need to be . this is the line for registration .
Ses04M_script01_2_M017,4,why me above all ?
Ses03M_impro01_M026,4,i m sorry she s these people they just want to get their license 
Ses02F_impro07_M033,8,but it s la you know everything .
Ses04M_impro05_M006,4,and he told me to come to this desk here so i can uh at least get uh the hundred hundred and fifty dollars that that i m owed for my loss .
Ses03F_impro05_M008,7,and when you sign your ticket we could replace about fifteen percent of what s in the bag .
Ses04F_script01_3_F022,8,it wouldn t work this way .
Ses05M_script02_1_M018,2,i mean think about people in kansas they ve got to get like you know plane tickets and hotel reservations just to see this . we re just forty minutes away . it s just too good of an opportunity to pass up .
Ses04M_impro02_F027,4,i m finding a way to make it work . and i will go wherever you go . whatever i have to do i will make this work .
Ses05F_impro08_M004,0,this is ridiculous . i i seriously i don t understand why you think these automated systems are supposed to like work for anybody . they have never ever work for me .
Ses02M_script03_2_F021,8,adders don t snap they sting .
Ses03M_impro05a_M015,8,what am i going to do tomorrow without the urn ?
Ses01F_impro02_M002,8,i don t know it s just not fair . i think you ve already made your sacrifice .
Ses02F_script02_2_F004,8,well i m sorry but it s still just fish to me .
Ses04F_script03_2_F018,8,oh be quiet .
Ses04F_script01_3_M022,8,let s drive some place . i want to be alone with you .
Ses03F_script01_1_F000,8,what s he going to say ? maybe we ought to talk to him before he sees it .
Ses03M_script02_2_M039,8,actually now that you mention it no i don t .
Ses05M_impro01_M020,4,that s just dumb .
Ses05M_impro08_F016,7,okay .
Ses01F_impro03_M004,8,did you propose to you ?
Ses03F_script01_3_M019,1,why didn t you let me know ?
Ses03M_impro04_F014,7,i am . . .just like a law clerk .
Ses05M_script03_1_F004,2,it was bound to happen sooner or later .
Ses01F_script02_1_F025,7,about what ?
Ses03F_script02_1_M037,8,somewhere out there there s this huge silver mass of fish heading this way . they don t know why . and we don t know why . just some little instinctual time release firecracker went off went off in their bodies .
Ses05M_script03_2_M034,0,well there are people downstairs i suppose .
Ses04F_script01_1_M020,0,then it isn t just my business .
Ses03M_impro03_M015,1,i couldn t i couldn t afford the red lobster . laughter what anyway ?
Ses03M_impro08a_M021,7,well okay i m going to give you a free phone card that you can use at any payphone and that s on us . okay ?
Ses03M_impro08a_F011,4,i want a camera phone actually .
Ses05M_script03_2_M038,0,turn it off !
Ses05M_script03_1_F007,8,i shall probably do a court curtsey .
Ses03M_impro05b_F007,7,well sir if if . . .what i believe has happened is most of the flight was left 
Ses01M_script01_2_M009,4,what do you want me to do ? what do you want ?
Ses01M_impro02_F002,6,are you kidding me ?
Ses01F_script03_2_F025,0,you ve always had a weak head .
Ses05M_impro08_M013,7,okay . we re gonna get your a little black box is going to come up . do you see that ?
Ses01M_impro02_F018,8, laughter mmm .
Ses04M_script03_1_F011,8,don t laugh at me . i m serious .
Ses02M_impro05_F004,7,well you can fill out this paperwork um and if for some reason it shows up we can bring it to you but 
Ses05F_impro03_F059,1,total turn on .
Ses04M_impro05_M011,0,you understand ?
Ses02F_script03_1_F012,7,who s they ?
Ses01M_script02_1_M010,7,of course our flashlight . what s your is mine mi flashlight es su flashlight .
Ses03M_impro03_F039,8,i can t believe you . i can t believe it . well i m going to be there . i ll be at that wedding but i ll be in the back .
Ses01F_script01_3_F026,8,you ve got to tell me .
Ses05M_script03_1_F029,8,how ridiculous utterly ridiculous
Ses03F_script03_1_F016,8,well that s serious enough .
Ses01F_script01_1_F018,8,well you want to make sure that your father is not going to 
Ses03M_script02_2_F003,0,yeah . everyone else was sold the same thing . i mean look it keeps us excited it keeps us coming back for more and you know keeps us thinking life s going to start any minute now .
Ses01M_script02_1_M011,7,gosh i should have brought it . i can t believe i forgot that .
Ses03F_impro04_M016,7,well they tip well .
Ses05M_script03_2_F002,7,not at all . i quite like it . i wear it often .
Ses05M_impro02_M026,8,and you know my mom s here . she ll come over and she ll be with you all the time whenever you need her .
Ses05M_script03_2_F001,7,only a trivial little broach .
Ses05F_script01_2_M005,4,now listen kate just 
Ses01F_script02_1_F006,0,you keep saying my flashlight like it s just yours .
Ses05F_impro07_F016,2,so should we get a place near campus ? or 
Ses02M_script03_1_F011,8,don t laugh at me . i m serious .
Ses03M_script03_2_M006,0,and what about me ?
Ses03F_script01_3_F015,8,look
Ses04M_impro08_M004,7,okay .
Ses05F_script03_2_F014,7,just making myself fascinating for you .
Ses05F_impro07_M015,2,you re going to have so much fun . and there s lo tons of people you re going to meet so many people i m going to meet so many people too because we re going to be there together .
Ses05F_script03_2_M000,8,as a matter of fact the real cause of that row was peter burden .
Ses01M_script02_2_F031,0,this what ? what is this ? this isn t even anything .
Ses03F_impro06_M009,3,trying to have a baby .
Ses03F_script01_3_M037,3,and to show that to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him .
Ses03M_impro01_M023,0,no . i m not going anywhere . i m staying here i am filling out right now okay just calm down . i m filling out right now just take the god damn piece of paper .
Ses02F_script02_2_M033,7,yes it is .
Ses02F_impro04_F010,4,and what would make you say that ? there doesn t seem to be any indicators that anything s going to get better .
Ses05F_script01_2_M014,4,all right all right . calm yourself .
Ses05M_script01_1b_F014,8,well i ve got an idea but what s the story ?
Ses02F_script02_1_M024,2,think about the people in kansas they had to get plane tickets and hotel reservations to see this . we live forty minutes away . it s too good to pass up .
Ses04M_script02_2_M036,8,maybe if you were with somebody else too huh ?
Ses01F_script02_1_M028,8,okay . . . well whatever . but it s a fish who do something no other fish do . it s like those swallows returning to capistrano or like those lemmings that throw themselves off the cliffs .
Ses05F_script01_1_F013,8,how are you going to prove it i mean there s no body and there s no grave . so what are you going to do ? do you have proof ?
Ses05M_impro03_M012,1,wasn t that great ? i didn t want it to be too hokey .but but she liked it .she liked it .
Ses02F_script02_2_F017,3,and while we were dancing you said the softest most intimate things to me right into my ear so that i could feel them as much as hear them .
Ses05F_impro07_M013,2,uh ! i m so happy that you re not going to go away .
Ses05F_impro05_F003,4,yeah i don t know where it was lost . i was coming from africa so .
Ses04M_script01_1_M031,7,alright then mom . did we skip something ? no . alright then mom .
Ses04F_impro07_F006,2,i know . laughter 
Ses01M_impro03_M002,8,yeah .
Ses05F_script02_1_M001,2,actually i was hoping to go a little bit further up the coast to get away from the lights and the people but i was afraid i will miss it . how are you doing ?
Ses05M_script01_1b_M014,8,you know .
Ses03F_script01_1_M021,0,see then it s not just my business . god you have
Ses03F_impro06_F005,3,they thought he got would get better and he did and then it just things turned bad .
Ses05M_script03_1_F006,8,behave exquisitely .
Ses01M_script02_2_F033,3,this isn t anything like i thought anything would be .
Ses02F_impro04_M005,7,no . it s i mean it s competitive you know . that s that s what it is . that s what you gotta be is competitive .
Ses01M_impro05_F016,7,i had nothing to do with the boarding attendance . i m sorry that your seat was wherever it was .
Ses05F_impro08_M000,4,oh thank god . do you know how long i ve been on the phone for half an hour trying to talk to a freaking human being .
Ses03M_impro07_M014,1,yeah . this is so crazy . i mean i didn t get into any other school but i got into the school i wanted .
Ses04F_impro07_F017,2,okay . well i m lying but 
Ses01F_script02_2_F030,4,this ? what is this ? this is nothing . this isn t even anything .
Ses03F_impro02_F035,3,and and then i ll stop working and i ll stay home with the baby .
Ses03F_script01_3_M004,7,what ?
Ses04F_script01_1_F018,7,well that s only your business chris .
Ses04M_script01_3_F010,8,i almost got married two years ago .
Ses01M_script02_2_F023,8,dancing on the beach barefoot drinking champagne from the bottle .
Ses05F_script03_2_F007,8,well if you hadn t been so nosey and suspicious you never would have heard about it .
Ses02F_impro07_F010,2,you can walk somewhere and be anywhere in the country and be like oh yeah i am at u .s .c .
Ses03M_script02_2_M010,4,don t take this wrong but are you having your period ?
Ses01M_script02_1_M012,8,it s a nice moon though should stay full . do they always run during a full moon ? i can t remember was it full last year ?
Ses03M_impro03_F023,2,wait wait wait i want you to marry me ? no shouldn t you like be more like a question like would you marry me ? not like i want you to marry me . it s like a demand .
Ses05F_script01_3_M036,3,and i felt what you said ashamed somehow because nobody had changed at all . it seemed to make suckers out of a whole lot of guys . and
Ses05M_script02_1_M016,4,oh
Ses04M_script03_1_M022,8,i don t mind what you do see ? you can paint yourself bright green all over and dance naked in the place vendome and rush off madly with all the men in the world and i shan t say a word as long as you love me best .
Ses01F_impro07_F000,2,yes . there s a big envelope it says you re in . i know .
Ses04F_impro03_M050,8,i m a monster in bed .
Ses03M_script01_1_M026,4,my whole entire bloody life time and time again .
Ses04F_impro02_F011,3,what s that supposed to mean ?
Ses04F_impro03_F031,8,maybe
Ses01M_impro03_F004,2,oh she just needs to marry you .
Ses03F_script03_2_F025,4,mind your business .
Ses03F_script01_1_M000,7,he saw it .
Ses04F_impro04_F007,4,okay . i think three years is a little excessive .
Ses04F_script03_1_M036,8,as a matter of fact the real cause of that row was peter burden .
Ses03M_impro07_M024,2,this is going to be so great . i have so many great ideas .
Ses04F_impro07_M062,7,right or you can run for student counsel .
Ses01M_impro02_F005,4,they said you re home for at least four years .
Ses02F_script01_1_F011,4,what do you want to do argue with him ?
Ses02M_script03_2_F034,4,very well if you insist on being boorish and idiotic .
Ses03M_impro07_M011,2,this will be like high school but even better .
Ses04F_script03_2_F020,0,adders don t snap they sting .
Ses05F_impro02_M031,3,i jus 
Ses03F_script03_2_M025,8,uhh 
Ses01F_script02_2_F009,0,because they never do . have they . . .have they ever ?
Ses03M_script03_2_F024,0,adders don t snap they sting .
Ses02M_impro08_F020,6,oh really ?
Ses01F_script01_1_M032,4,i ve given it three years of thought . and i d hope that if i waited father would forget about larry and then we could just have a regular wedding and everyone would be happy .
Ses04M_script02_2_M009,8,we ve missed them twice .
Ses02M_script03_1_F015,3,oh dear should we like that ?
Ses02F_script02_2_F010,4,no we won t . it s pointless . it s like waiting up to see santa claus .
Ses04F_impro06_M001,3,when i was seven my my grandmother died and i really i don t know i mean it was really hard to let go but the important thing is is that you do let go and your realize that you know they you know they this person had fun while they were while they were here and uh you know you work you work through it .
Ses03M_impro04_F028,4,well obviously it s not working . just cause you got sixteen hundred on your s .a .t . doesn t guarantee you a job . i mean it should really but 
Ses03F_script03_2_M016,0,nothing .
Ses01F_script03_1_F027,8,oh and it burnt my comb too and all of those towels in the bathroom .
Ses01F_impro02_M010,3,what am i going to do ? huh ?
Ses04M_impro03_M004,8,and we were just out on the water and you know i just i had the ring with me . and i was like let s do this . and she was like okay and then we re getting married .
Ses05F_impro02_F021,3,i don t think there s anything we can do .
Ses04F_script01_2_F013,8,i want you to act like he s coming back both of you . don t think i haven t noticed you since he invited her . i won t stand for any nonsense .
Ses05M_impro07_F041,2,wow are you so excited ?
Ses01F_impro04_F004,8,really ?
Ses05M_script03_2_F013,4,don t be stupid .
Ses05F_impro02_M014,0,i don t understand why they would just do something like this ?
Ses05M_script01_3_M005,8,well i planned on kind of sneaking up on you in a period of a week or so but they all take it for granted that we re set .
Ses03M_impro03_M027,8,cause she was a little confused at first but then she said yes .
Ses01M_script02_1_M046,2,it s crazy . look at this i m giving myself goose bumps the hairs are standing up on my arm .
Ses05F_script02_1_M006,4,well sure .
Ses03F_script01_2_F021,3,i can t help it .
Ses01F_script02_1_F000,7,fine .
Ses05F_impro06_F019,3,yeah they re going to do some sort of memorial service or something .
Ses03M_impro03_F008,8,she calls you barry ?
Ses01F_impro05_F022,0,who s in charge ? who is the president of jet blue ?
Ses05F_script03_1_F032,8,and very much sillier .
Ses05M_impro07_M023,2,yeah .
Ses02M_impro07_F029,1,so congratulations . that s awesome .
Ses01M_script02_2_M054,7,or not .
Ses03F_impro08_F012,7,okay well we will send you we will reimburse you for the amount of minutes that you 
Ses05M_impro03_M008,1,and you can climb it and it s covered in algae you know . so i wanted her to climb it to go take a picture like back in this little waterfall area and she got back there and she took her picture . and then i had her come back . and i was going to do the same thing .
Ses01F_impro04_M011,7,i don t know . he had a really good resume i guess and 
Ses02M_impro07_F023,2,fair for you wow oh my gosh .
Ses05F_script01_3_M013,8,you felt something that far back ?
Ses05M_script01_1_M000,8,he saw it .
Ses03F_impro05_M011,7,i think that s kind of stupid that you put a hundred thousands of dollars in the bag .
Ses01M_script02_1_M004,2,oh no i can t tell though . although probably if you can t tell it probably isn t them right yeah . probably going to be like unmistakable right ?
Ses04M_script03_2_M004,4,as a matter of fact the real cause of that row was peter burden .
Ses02M_script02_1_M031,8,i don t get it . the first time we came here you said it was the best night of your life .
Ses04F_script03_2_M029,8,very interesting and how about a child of six and a child of four and a child of nine .
Ses02M_script01_3_F004,8,for one thing your mother as much as told me to go .
Ses04M_impro06_M017,3,yeah .
Ses03F_script01_1_F042,8,you re crazy .
Ses03M_impro05b_M020,0,you misplace a lot of eight pieces of luggage .
Ses04M_script01_1_M014,0,for god s sake three years . nobody comes back after three years . it s insane .
Ses01M_impro01_M000,4,yes me . okay okay here we go .
Ses03M_script01_3_M000,8,i know . it sort of went out of style didn t it ?
Ses05M_impro07_F033,7,okay .
Ses05M_script01_1b_F022,7,have you asked annie yet ?
Ses02M_script02_2_M009,4,we ve missed them twice that s not ever .
Ses02M_impro06_F005,3,yeah .
Ses03F_script03_2_F030,4,i don t want to talk about this anymore .
Ses04F_impro04_F017,0,okey so i m doing something wrong . what am i doing wrong ?
Ses03F_impro08_F024,7,well ten hours worth of minutes 
Ses02M_impro08_F019,7,i did buy one thing on ebay i don t know that might 
Ses05M_impro01_F006,7,no i understand and there are a lot of people here . but what i m telling you is that it s different for different states and since your getting a new license in the state of california you have to fill out a different form than you did .
Ses03F_impro08_M017,4,okay so you think you re going to get me back some minutes and that s going to make up for three days of business that i lost ? okay great .
Ses02F_script02_2_F013,4,i did want to see it . i always do . i keep thinking that this is gonna be the time and it never is .
Ses04F_script02_1_F010,4,so let s go home .
Ses02M_script02_1_F014,4,what are you so excited about ? i mean it s not a moon landing we re talking about here it s fish . it s a fish nobody even eats .
Ses01M_script03_2_M002,8,mmhmm .
Ses03F_script02_2_M031,4,yes it is .
Ses01M_impro04_F013,7,well you know a little . if you were to listen to 
Ses02M_impro03_F000,2,what ? what ? you look really happy what s going on ?
Ses04M_script03_1_F001,5,nobody knows we re here except freda and she wouldn t ring up .
Ses05M_impro02_M027,3,i ll miss you baby .
Ses04F_impro02_M000,3,so you re leaving tomorrow .
Ses04M_script03_2_M015,8,you want some brandy ?
Ses01M_impro04_M004,4,i guess . but three years ? i mean i like i went to college even i mean i didn t finish but i went for like a little bit . it s not fair i don t know .
Ses05M_impro03_M001,2,i did it i asked her to marry me .
Ses03M_script03_1_F003,2,now and always sweet .
Ses03M_impro01_F021,4,she s not actually in the building . she s only on the phone . sir please leave this line immediately .
Ses01M_script01_1_F029,0,i don t see why it has to be annie .
Ses03M_impro08b_M010,7,okay . how about this we ll send you a brand new camera phone with palm pilot and 
Ses02F_impro01_F000,7,hi . excuse me . um i d like to put in this application for my registration .
Ses03M_impro05b_F012,7,for tonight for tonight sir . would you need to stay somewhere tonight ?
Ses03F_impro08_F023,7,oh well i m sorry about that . umm we 
Ses05F_script02_2_F003,8,yeah they are all told the same thing . they are all told that you know . gets them excited and they can t wait and that if they just get in on the right spot than you than maybe life will start
Ses03M_script01_1_M003,3,i don t know . but after it cracked he ran back into the house and he cried in the kitchen .
Ses05M_impro02_M007,3,i don t have a choice . i have to go . if i don t go they ll come and take me .
Ses04M_script03_2_F035,0,not very funny dear . you d better have some more brandy .
Ses03M_script03_1_M019,8,well it depends on how well we ve played .
Ses02F_script02_1_F007,4,it s after eleven let s just go home .
Ses02F_script03_2_M018,8,as a matter of fact that s perfectly true .
Ses01F_script03_2_M026,0,i think i mentioned once before that i ve had three minute liquor glasses the whole evening long . a child of two cannot get drunk on that .
Ses05M_impro02_F013,3,well they re so young .
Ses03F_script01_1_F005,7,he cried hard huh ?
Ses05M_script01_1_F024,7,have you asked annie yet ?
Ses01M_impro02_M002,3,i just got a letter i have to go back .
Ses05F_impro07_F017,2,okay .
Ses01F_script01_3_F015,7,i almost got married two years ago .
Ses01M_impro04_M010,4,i guess i just getting really hard to fake you know .
Ses03M_script01_2_M002,4,uh uh what do you mean ? they grew up next to each other their entire lives . why shouldn t he want to see her ?
Ses04F_impro04_M026,7,hey i d love to help you but i you don t have the kind of training that i 
Ses01M_impro07_M031,8,yeah .
Ses01F_script03_1_M012,8,what ? this beautiful and sacred thing love ?
Ses01M_script03_2_F038,0,listen oh i m sick and tired of listening to you you damn sadistic bully .
Ses04M_script03_2_M020,0,really amanda
Ses05M_script02_1_F000,3,fine .
Ses03M_impro06_M014,3,the mother and father died 
Ses02M_impro06_M021,3,it s just going to take a while i think .
Ses02F_script01_2_F007,8,she s not his girl joe . she knows she s not .
Ses04F_impro05_M004,8,i understand that ma am .
Ses02M_script03_1_F019,8,elliot worms don t pop .
Ses03M_impro07_M010,2,holy shit . . .
Ses05M_impro05_M016,4,let me explain to you what the problem is . my grandfather s remains are in that bag . and i have to like distribute them today . we re suppose to you know throw them out to the sea today .
Ses02M_impro01_F001,7,sure um
Ses03F_impro02_F003,8,hey listen eh i ve been wanting to talk to you . i have something to tell you . how s amy doing ?
Ses01F_script01_3_F016,7,you started to write me .
Ses04M_impro07_M024,8,yeah yeah . but um so yeah . so it s pretty sweet huh ? you should go there too .
Ses04M_script03_2_M026,7,line ?
Ses03M_script01_1_M002,3,about four in the morning . i heard a crack and i looked out and he was standing right there when it happened .
Ses05M_impro04_F013,7,maybe garbage .
Ses01M_script01_3_F021,3,you got to tell me .
Ses04F_script03_2_F009,4,no thanks .
Ses02F_impro03_M017,7,spring s nice though .
Ses05F_impro08_F011,7,okay .
Ses04F_script01_1_M045,8,no . i m a pretty tough guy .
Ses02F_script01_3_F012,1,i almost got married two years ago .
Ses04M_impro03_M019,2,it s big and shiny . i don t know . it s silver and 
Ses03M_impro02_M033,6,are you kidding me ? no .
Ses03F_impro02_M003,8,oh wow . that s great .
Ses05F_impro08_F024,7,well i ll give you my direct line and my number so you can you can get directly to me .
Ses05M_impro04_F021,7,ah .
Ses03M_impro01_M004,0,what are you talking about ? it says fill out that part .
Ses02F_script01_2_F015,4,last week a man turned up in detroit missing longer than larry . i mean you read it yourself .
Ses01F_script01_3_F029,7,how many ?
Ses05F_impro04_F002,4,i don t know . i mean what am i supposed to do ? i ve it s not for lack of effort . i ve been trying .
Ses01M_script01_1_F041,0,well you don t think like that .
Ses02F_impro02_M002,4,but i m i m nothing i m nothing without you here . maybe we can we can get out of this somehow .
Ses04M_script03_2_M054,0,you re a mean evil minded
Ses04F_script03_2_F013,0,oh don t be so stupid .
Ses05F_impro01_F012,4,is there anything you can do ? please have some compassion . is there something you can do ?
Ses02M_impro02_M001,3,you won t be . i ll be back i ll be back before you know it . all right and
Ses04M_script01_1_F008,6,what ?
Ses02M_script02_2_F043,8,no . no . i think you might be right . i think this may be the spot after all .
Ses02M_impro03_M011,1,so i i talked to some of the crew before hand and 
Ses04M_script01_1_F021,0,i ignore what i got to ignore . the girl is larry s girl .
Ses03M_impro03_M011,2,ah . . .anyways so she took the ring and she goes is this real ? so i was like of course 
Ses04F_script01_1_M002,8,about four this morning . i heard it cracking and i woke up and looked out . he was standing right there when it cracked .
Ses04M_impro05_M017,0,no . no . no . what i need you to do i need you to write checks for i need you to write three of them . that ll be satisfactory .
Ses03F_impro03_F017,2,it was i cried 
Ses03M_script01_1_M043,7,yes . on this i would .
Ses05M_script03_2_M041,0,you are a vile tempered wicked living evil little beast . and i hope i never set eyes on you ever again .
Ses01M_script01_3_F005,3, breathing and then you ve been kind of . . .
Ses04F_impro03_M047,7,i don t know . okay . i mean gosh . there s just look there s a lot of pressure in getting married okay .
Ses01F_script02_2_F013,4,you don t understand anything i am saying .
Ses01M_script01_3_F009,8,well i guess that s why i came .
Ses03F_impro01_M009,4,okay just go back and fill it out real quick and i m sorry you have to get back in line and wait . i can t let you cut .
Ses01F_impro05_F024,0,yeah .
Ses02M_script02_1_F001,7,what flashlight ?
Ses04F_script03_2_M024,7,did you see much of peter burden after our divorce ?
Ses04F_impro02_M004,3,and uh i m afraid that if you you know when you leave you won t come back .
Ses03F_impro06_F011,3,he s so young . it seems so 
Ses04M_script03_2_F017,0,it s become a habit with you .
Ses05M_impro05_M018,4,well i don t care if it s legal . it s happened . it s already done .
Ses04F_script01_3_M001,8,you re not sorry you came .
Ses05F_script01_1_M025,0,to hell with that !
Ses02F_impro02_F006,3,their not gonna let you . you have to stay home and i have to go . i mean that s all 
Ses04F_impro07_F056,8,work at a doughnut shop .
Ses05F_script01_1_F022,8,as far as your father is concerned he s not dead and you ve no right to take his girl .
Ses05F_impro03_F000,2,okay so big news .
Ses01M_script03_2_F017,0,well it s a woman s duty to allure the man . watch me a minute will you ?
Ses03M_script01_1_M014,4,larry s been gone for three years . for god sakes no one comes back after three years . it s insane .
Ses03F_impro01_M010,8,well maybe you should have got here earlier than so you had a lot of time to do this .
Ses03F_script01_3_F006,8,look 
Ses05M_script01_1_F034,8,you can t think like that .
Ses04F_impro07_M012,8,and you ll be fully loaded .
Ses02M_impro03_F009,8,yeah .
Ses05M_script01_1_M020,0,oh so it isn t just my business ?
Ses05F_impro01_F023,4,fine .
Ses02M_script03_2_M002,8,yes i remember it well bristling with diamonds in the worst possible taste .
Ses04M_impro04_M014,4,you know what this is your fault .
Ses03M_script03_2_F013,8,don t be so stupid .
Ses01F_impro04_M008,7,yeah .
Ses01M_impro01_M017,4,i need california id .
Ses05F_impro03_F018,8,so beautiful full moon .
Ses05M_impro05_F014,7,um well there s not much i can do . i can you can file this report and we ll call you when it comes in .
Ses05F_impro02_F025,4,i don t know . baby why are you asking me this ? it s just as hard for me . please try to understand that .
Ses03M_impro04_M022,4,i m freaking typing sixty words a minute .
Ses05F_impro04_F045,7,i will i will .
Ses01M_impro06_M027,3,yeah .
Ses04F_impro03_M044,8,you know that i ve never i i have a long run of bad relationships but you know i mean you got to work through it . it s fine .
Ses03M_script03_2_M002,8,mmm hmm . i remember it well . bristling with diamonds in the worst possible taste .
Ses05M_script01_1b_F013,8,why ?
Ses02F_impro05_F012,8,i didn t agree . garbage i paid the airline to take care of things for me . when you pay for something there should be some sort of guarantee that it s gonna come through .
Ses02F_impro05_M011,7,right well by checking in your bags you agreed to you know at the will of the 
Ses02F_impro06_F010,3,he did a lot . but 
Ses04M_script02_1_M016,4,no no no . that s not my point . my point is is that there s no point in coming down here if we just leave . don t you want to see it ?
Ses03M_script03_2_F031,0,on the contrary a child of two can get violently drunk off just one glass of brandy .
Ses02M_script01_1_F008,8,what ?
Ses01F_script02_2_M003,8,it certainly is not . it s slightly exaggerated scientific fact .
Ses01F_script02_1_F002,8,what ?
Ses03F_script03_1_M031,8,oh the real cause of that row was peter burden .
Ses03F_impro02_M002,8,oh yeah ? what did they say ?
Ses02M_impro02_M017,3,our baby has a dad alright . daddy is going to be back soon .
Ses04F_script01_3_M029,3,just about all .
Ses01M_impro01_M010,7,no i don t have a passport .
Ses03M_impro02_M015,7,you can do it . alright ? you can you can be strong you can be strong for both of us alright ?
Ses03M_impro02_F021,8,happiness for me is having you here with me
Ses03M_script01_1_M038,7,i ll get out . i ll marry her somewhere else . maybe new york .
Ses01F_script01_1_M002,7,four o clock this morning . i heard a crack and i woke up and looked out . he was standing right over there when it cracked .
Ses05F_script01_2_F011,0,because if he s not coming back then i ll kill myself .
Ses03M_impro01_F025,0,this entire time you re fighting with me sir you could ve finished the form and already been half way no . get out .
Ses05F_script01_3_M005,1,well the plan was to kind of sneak up on you over a period of a week or so . but uh they take it for granted that we re all set .
Ses05M_impro02_M010,3,i know .
Ses02F_impro04_M001,7,no . you can t think that way . i mean it s good it s good that you re that you re calling you know . you can t
Ses05F_script02_1_F017,4,last year you also remember our shoes got wet and i got sand in my panties and we got into a big fight . you had a sore throat and we did not see the grunions .
Ses05M_impro01_M008,4,well then when i showed them my i .d . before and i said i had to get a new i .d why didn t they tell me to fill out the right form ?
Ses04M_impro07_M023,8,well i ll have flip flops for that . that s not some it s not a problem .
Ses01M_impro06_F003,3,i m sorry to hear that .
Ses03M_script01_3_M033,3,a little more selfish and they d still be here today . and i got this idea watching them go down . see everything was being destroyed but there was one new thing that was being created .
Ses05M_impro02_M012,3,tell them about me and show them pictures of me and everything like that because they are not going to see me for such a long time . and it s such an important time and i just don t want to miss it .
Ses03M_script03_2_F025,0,they sting .
Ses03M_impro05a_M012,0,and what are you going to do about it ? you going to call someone ? you going to send me somewhere else ?
Ses04M_script02_2_F035,1,okay fine . so we re in the wrong spot but we re with the right person .
Ses03M_script03_2_F009,8,no thanks .
Ses01F_script02_1_M032,7,and last year i remember distinctly you said you were so excited to get here that you don t remember you stubbed your toe until we were in the car .
Ses03M_script03_2_M017,4,going out somewhere dear ?
Ses03M_script03_2_M014,0,you needn t be so grand just because you don t happen to want any yourself at the moment .
Ses04F_script03_2_M003,0,you went out of your way to torture me over peter burden .
Ses04F_impro03_M036,2,well this is really exciting . i mean i just i couldn t be happier right now .
Ses05F_script02_1_M009,2,are you cold ? you want my jacket ? we should have bought a blanket . our blanket . this is great isn t it ?
Ses04M_script02_2_M028,8,a new carpet ? a poodle ? an ice cream ? a back rub ? a suicide pact ? what ? what carla ? what the hell do you want ?
Ses03F_script03_1_M005,7,then i don t care .
Ses05F_impro07_M022,8,i ll have to make money and support us .
Ses01M_script01_3_M016,2,why didn t you let me know ?
Ses02F_impro08_M001,4,ok . i ve i ve just been talking to this machine for the past half hour and i can t can t get anything done . i ve been trying to book this vacation this entire time .
