wav_file,label,transcription
Ses02M_script02_2_F006,0,we just have different ideas of what this evening is supposed to look like .
Ses05F_script03_2_M025,0,i suppose you let him kiss you a good deal more then .
Ses02M_script01_2_F003,0,he s not going to marry her .
Ses02F_impro01_F010,1,but isn t there anything you can do . can t you make an exception this one time ? my picture is on both of those identifications . it s not like you don t know that it s me .
Ses05F_script02_1_F013,1,pass up what ? its little fish one month on the beach and they flop around and they swim away and then they die .
Ses04F_script01_1_M021,0,sometimes you infuriate me . you know that ? isn t it your business too if i tell this to father and he throws a fit about it .
Ses01M_impro05_M000,1,yes please help me . where is my bag ?
Ses01F_impro04_F029,0,who do you think you are ?
Ses04M_impro06_M009,2,yeah .
Ses01M_script01_1_M037,2,yes on this i would .
Ses05F_script01_1_M030,1,i can t help it . i know her best . i was brought up next door to here the easiest when i think of somebody for my wife i think of annie . do you want a diagram ?
Ses05M_script01_1_F032,0,are you crazy ?
Ses05F_impro07_M034,2,tomorrow tomorrow tomorrow 
Ses02M_impro01_M008,0,three hours and
Ses02F_impro04_M013,2,well maybe yeah but maybe you get to that point where it s like you bug em and then they just don t wanna hear from you anymore but you keep bugging them and bugging them and then it s gonna annoy them so much that they re gonna be like all right fine . you know
Ses01F_script02_1_F007,0,how s that supposed to make me feel ?
Ses03M_script02_2_F013,0,listen i ve waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up .
Ses04M_script01_2_F004,0,he s not going to marry her .
Ses04F_impro03_M028,2,blue ?
Ses03M_impro02_M008,1, need me on the specialist honey .
Ses04M_impro07_M030,2,maybe some golf matches .
Ses01F_script03_1_F020,2, laughter 
Ses01M_script03_1_F001,2,freda is the only one who knows we are here . she wouldn t ring up .
Ses03M_impro04_M028,1, you know ? head of the science club .
Ses04M_script03_2_M027,0,it s a pity you didn t have any more brandy . it might have made you a little less disagreeable .
Ses02F_script02_1_F021,2,about what ?
Ses01M_script01_3_M024,2,it s kind of all mixed up with all these other things .
Ses04M_impro04_F010,2,excuse me ?
Ses03M_impro05a_M004,0,is it there ?
Ses04M_impro04_M017,1,yeah .
Ses02F_script01_1_F029,1,you never did .
Ses01M_script01_1_F035,0,are you crazy ?
Ses04M_script03_2_F049,0,let go of me . you re a cruel fiend and i hate and loath you . thank god i discovered in time what you re really like .
Ses04F_script02_1_M015,1,are you kidding ? we d miss it . we just got here . what s the point of coming down here if we just turn around and go home ?
Ses03M_impro01_F009,1,no no no because there are other people in line . you have to go get a complete new application .
Ses02F_impro06_M008,2,i mean i don t know .
Ses01M_script01_3_M020,2,do you want to go somewhere ? let s go .
Ses04M_script03_2_M040,0,very good idea . i will
Ses04F_impro03_F015,2,plan everything . so then you can make sure that no one gets attacked by bears .
Ses05M_script01_2_F014,1,only last week a man turned up in detroit missing longer than larry . you read it yourself .
Ses02F_script02_2_F021,2,no .
Ses05M_script03_2_F018,0,no it it is not be quiet .
Ses01F_script02_1_F015,2,not particularly .
Ses05M_impro07_M004,2,oh theater . yeah yeah .
Ses03M_impro04_M026,2,no .
Ses04F_script01_1_M034,0,i ve given it three years of thought . i hoped that if i waited dad would forget about larry
Ses05F_impro05_M029,1,right and also if you ll read the fine print of your agreement you ll see that while we do bear some responsibility for lost luggage it is a fifty dollar voucher .
Ses05F_script02_1_M000,2,what time is it ? isn t it supposed to start running around midnight ? this is great isn t it ? look at this great night we got here . couldn t be better 
Ses01F_script03_2_M013,1,oh . don t be so grand . just because you don t happen to want one at the moment .
Ses05F_script03_1_M006,2,oh what shall we do if they suddenly walk in on us ?
Ses02F_script01_1_M036,0,i ve been a good son too long . a good sucker . i m through with it .
Ses03F_impro01_M001,2,oh um 
Ses02F_script02_2_F007,1,for heaven sake we re not going to see the grunions .
Ses02M_script03_2_F037,0,listen indeed . i m sick and tired of listening to you damn sadistic bully .
Ses03F_script01_1_F035,1,i don t understand why it has to be her .
Ses01F_script02_2_F038,2,yeah . don t you know that ?
Ses04F_impro04_F028,1,well i mean i need to make a little bit more than the minimum wage fry flipper .
Ses04M_impro07_M001,2,i m going to u .s .c . . yeah .
Ses03M_script03_2_M003,0,you went out of your way to torture me over peter burden .
Ses02M_script02_2_F026,1,no .
Ses03F_impro04_F024,2,yeah
Ses04M_impro04_M009,1,no no no no no . i can t i can t do that . i can t i because if i m not if i m not if i m not doing something that i love then i can t i can t i mean it s what s the point ?
Ses03F_impro04_F014,1,law school ? maybe .
Ses05M_script03_2_F038,0,stop . would you just go away ? i mean you re conceited and overbearing and utterly impossible .
Ses03F_script03_1_F019,2,thank you dear . the same applies to you . except that if i ever so much as catch you looking at another woman i ll kill you .
Ses02F_script01_2_F018,1,i can t help it .
Ses01M_impro06_M012,2,what ?
Ses05F_impro05_M016,2,right . well i don t know what to tell you . um what i can offer you is a fifty dollar voucher on your next flight .
Ses05F_impro02_M004,0,you got called up .
Ses05M_impro08_M015,2,and hit enter .
Ses04F_script03_2_F025,0,you re quite insufferable . i expect it s because you re drunk .
Ses02F_impro06_M007,2, cause you know you ve got all the times that you guys did spend together you know and that s something good that you can look back on .
Ses02M_impro08_M029,2,and never you know give it to anyone out never even give out your number to any like unreliable company that you haven t heard of or anything like that all right ? because um we want to we definitely want to help you out but 
Ses03M_script03_2_M046,0,oh .
Ses01F_impro01_F013,1,how long have you been working here ?
Ses01M_script02_2_F007,1,everybody keeps thinking that they can just find the right spot you know they ll get it on the action .
Ses01M_impro01_F015,1,i am . .i don t . .i don t understand what you want . a driver s license or a california id .
Ses04M_script03_2_M025,0,yes it is .
Ses01F_script01_1_M033,1,but if i can t do that here i may have to go somewhere else .
Ses02M_impro01_F017,1,i know sir but we have to have two forms . there is nothing i can do about it i m sorry .
Ses03M_impro02_F009,1,honey 
Ses04F_script02_2_F033,0,this what what is this ? this isn t even anything .
Ses02F_script02_2_M010,2,well we ll see them this year .
Ses02M_script03_1_M002,2,must be them then .
Ses02M_script03_1_M020,2,so is everyone else in the long run .
Ses04M_impro04_F001,2,what about like a temp agency ?
Ses05M_script03_1_M023,2, garbage darling kiss me before your body rots and worms start popping in and out of your eye sockets .
Ses03F_impro02_F019,2,but it it is for a year .
Ses04F_script03_2_F027,0,on the contrary . a child of two could get violently drunk on only one glass of brandy .
Ses05F_script01_1_M029,1,because it is .
Ses03M_impro08b_F010,1,no i don t have a sim card because it s verizon and you guys don t use sim cards .
Ses05M_script01_1_M015,1,all right . all right mom . just listen . you know why i invited annie her don t you ?
Ses02M_script01_1_M043,1,i know i know mom . all right . just help me stay here .
Ses01F_script03_2_F040,0,yes i am . stop it . stop it . let go of me . oh . you re a cruel fiend . i loathe and i hate you . marry you again ? never never never . i hope you die in torment you brute beast cad .
Ses02F_impro05_M015,2,probably even talk to 
Ses02M_script03_2_M040,0,amanda listen . listen .
Ses02F_script03_2_M037,0,turn it off . it s driving me mad .
Ses02F_script01_1_M023,0,she s not larry s girl .
Ses03F_impro05_F011,0,what ? there there s hundreds of thousands of dollars worth of stuff in there .
Ses03M_impro05b_M033,0,i will never do business with delta again .
Ses04M_script01_3_M027,2,it takes a little time to toss that off because they weren t just men .
Ses03M_impro01_M013,1,give me my 
Ses03F_script03_2_F030,1,i don t want to talk about this anymore .
Ses03M_impro04_M031,2,i was just joking . . .
Ses01F_impro01_M013,0,yeah . do you want to see my supervisor ? huh ? yeah . do you want to see my supervisor ? fine . i ll be right back .
Ses03M_impro05a_M023,0,what ?
Ses01F_impro01_M001,1,let me see them .
Ses02M_impro07_F024,2,i will do the best i can .
Ses04F_script01_2_F012,1,nobody in this house dares take her faith away joe . strangers might but not his father not his brother .
Ses05F_impro01_M005,1,there is a large line of people behind you waiting to be 
Ses05F_impro05_F027,1,right but if i m riding a bus i don t need to buy luggage insurance that the backpack i take on is going to get to my destination with me .
Ses05F_impro01_F015,1,no .
Ses05F_impro08_M005,0,can you like talk to somebody about this can you like can you tell them that this is ridiculous and can they change it from now on is there a phone number you have that i can call that will like automatically be talking to somebody a human being .
Ses03M_impro04_M023,1,sixty words . sixty words a minute . hey how are you doing mr . smith ? oh you know it s just like god i just want to shoot you mr . smith .
Ses01M_script01_1_F001,2,when ?
Ses05F_script01_1_M004,2,no . i figured it was best to leave him alone .
Ses02M_script02_1_M025,2,yea but that moment on the beach is the highlight of their little lives . i mean all that flopping is laying eggs or what do you mating or spotting or something like that .
Ses01M_script03_2_M039,0,that s very amusing indeed .
Ses03F_impro03_M005,2,yeah laughter 
Ses03M_impro05a_M003,0,okay . check .
Ses03F_impro05_F010,0,fifteen percent ?
Ses02M_script01_2_F000,0,why did he invite her here ?
Ses01F_script02_2_M032,1,do you know what you get ? you get this .
Ses02M_script03_1_M011,2,what does it all mean that s what i ask that s what i ask myself in my ceaseless quest for ultimate truth ? good god what does it all mean ?
Ses03F_script01_1_F047,1,you can t do that .
Ses04F_impro04_F016,0,okay . okay fine .
Ses04F_impro05_M003,1,ma am first of all i d like you to calm down . second of all 
Ses01M_script02_1_M014,2,you know what we should ve brought a blanket too . man our blanket our blanket . wish i had six pack too a six pack would be just the ticket right about now huh six pack .
Ses05M_script03_2_M004,1,you must admit that he was in love with you . wasn t he ?
Ses01F_script01_3_F001,2,it s not so bad it s a good thing .
Ses02M_impro01_F018,1,i m sorry sir . there is nothing i can do .
Ses01M_impro07_F020,2,oh . that is incredible . is it 
Ses01F_script02_2_F016,0,for god s sake this is not about fish .
Ses05F_script01_1_M011,1,why shouldn t he dream about him walk around during the night looking for him um . do we contradict him ? do we say outright that we don t have any hope anymore that we haven t had any for years now ?
Ses03M_script01_2_M015,0,wait what does that mean ? me above all ?
Ses03M_impro02_F018,1,you can say no ?
Ses03M_impro05b_M005,1,now what are you going to do for me different ? hmm ?
Ses05M_script01_1_M010,1,i don t want to argue with him . but it s time he knows that nobody else thinks that larry s alive anymore .
Ses04F_script02_1_M004,1,oh no you know what i did ? i forgot my flashlight . how could i be so stupid i forgot my flashlight .
Ses03M_script03_2_M017,1,going out somewhere dear ?
Ses01M_script01_1_M041,0,i am thinking like that .
Ses02M_impro07_M024,2,i i don t know . kind of a broad 
Ses01M_impro03_F019,2,how exciting . you should have a wedding on the beach .
Ses04M_script03_1_F014,2,how long will it last this ludicrous and overbearing love of ours ?
Ses02F_impro04_M009,2,but you gotta . otherwise what is what s your other option ?
Ses01F_impro01_M003,1,okay . but i didn t tell you to get in this line if you are filling out this particular form .
Ses02F_script03_2_F025,0,you re quite insufferable
Ses04F_script01_1_M025,0,to hell with that .
Ses02F_impro05_F007,1,yes yes i would like to file a claim but what are you gonna i mean is it just gonna show up magically out of nowhere ?
Ses05F_script01_3_F026,2,what would i do with a fortune ?
Ses01M_impro01_M031,0,why because i m sick of talking to you .
Ses01M_impro05_M021,0,do you know what was in that little bag that i could have just easily put in overhead compartment but no i had to check ?
Ses03M_script03_2_M042,0,you know what ? you re a vile little evil minded little wicked beast and i never want to see you again .
Ses03M_impro06_M011,2,and the worst part of it is that he was in the car with his girlfriend 
Ses04M_script01_1_M013,0,we ve gotta say it to him .
Ses01M_impro05_M027,0,sure yeah right you have plenty of aggressive searching going on aggressive searching drinking coffee and smoking cigarettes .
Ses05M_impro05_M015,1,i should hope so . you know i need that today .
Ses05M_script02_1_F014,1,what are you so excited about . this isn t rocket science this is just fish . fish nobody even eats .
Ses01F_impro05_F024,0,yeah .
Ses04F_script02_2_M025,1,well what ? want me to breath in your ear ?
Ses03M_script01_1_M043,2,yes . on this i would .
Ses04M_impro08_M002,1,can i get your phone number please ?
Ses03F_script03_2_M009,2,are you bored with this conversation ?
Ses05M_script03_2_M025,0,you must have let him kiss you quite a good deal more then huh ?
Ses04M_script01_1_M038,0,yes . i like getting an hour a day . if i have to grub for money all day long at least at evening i want it beautiful .
Ses01M_impro05_M002,1,okay i m coming in from atlanta .
Ses01M_impro05_M026,0,it ll be a lot more than what you re doing sitting here and just give me lip service . i d like to go back at least do some aggressive searching for my stuff .
Ses04M_script01_1_F037,0,must you be inspired ?
Ses04F_script01_1_F041,0,because what the hell did we work for ? this whole shooting match is just for you chris .
Ses05F_impro02_F005,2,i m going to need to go overseas for a while .
Ses01M_script03_2_M026,0,i suppose you let him just kiss you or good deal more than too .
Ses03F_script01_1_M039,1,no i ve given it three years of thought .
Ses04F_script01_1_M010,0,i don t want to argue with him but it s time that he realizes that larry s not coming back anymore .
Ses03M_script01_1_M016,1,alright . alright . alright just listen .
Ses04F_impro01_M021,0,like i said before right now .
Ses04M_script02_1_F013,0,pass up what ? these little fish swim onto the beach flop around and then they swim away . and then they die .
Ses05M_impro02_M008,1,i ve tried everything . i ve called everyone i know . i ve tried everything . no one can do anything for me or they won t do anything for me .
Ses02M_impro01_M011,0,i filled out the application right didn t i ?
Ses03F_impro07_M015,2,yeah we re going to celebrate .
Ses01M_impro04_F004,2,i don t know i mean i just don t think . . .
Ses05M_impro04_F023,2,okay so .
Ses05M_script01_2_M004,1,well so what ?
Ses02F_script03_2_F034,0,turn it on again please .
Ses02M_impro05_M027,1,because this is ridiculous ?
Ses05M_impro05_F006,2,well i mean you know that happens pretty often that sometimes baggage gets lost .
Ses05M_script01_1b_M010,1,for gods sake three years ! nobody comes back after three years . it s insane !
Ses05F_script02_2_F007,1,for heaven s sake augie grow up we are not going to see the grunions .
Ses02F_script03_2_F018,0,oh be quiet .
Ses01F_script02_1_F014,1,well then let s go .
Ses04F_impro04_M007,2,you need that time 
Ses04M_script02_2_M013,1,no of course not .
Ses02M_script02_1_F009,1,that s my point .
Ses02M_impro05_M023,1,uh huh yea lost some of my possessions yes so if i lost maybe a shoe that was in the suitcase and like a carry on
Ses04M_impro06_M011,2,this is just this is a terrible life . i just don t understand .
Ses04M_impro01_M009,1,look can you please just make this look i look 
Ses05M_impro01_F023,0,well that s unfortunate sir . you re gonna have to go stand in the other line now .
Ses05F_script02_2_F010,1,no we won t . augie it s like waiting for santa claus to come . i feel like i am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up .
Ses04M_script01_2_M011,1,look it s a nice day . what are we arguing for ?
Ses03F_script03_2_F026,0,you are quite insufferable . i suppose it s because you re drunk .
Ses01M_script02_2_M015,1,okay i m trying to work this backwards
Ses02F_impro02_M009,1,i mean you just get to go off and do your thing . i mean yeah we re both i don t know it s bad for both of us but 
Ses02M_impro01_F021,1,well maybe you should
Ses02M_script02_1_F015,1,augie
Ses05M_script01_1_F038,1,yeah i can see that .
Ses05M_impro01_M011,1,do you know how long it s gonna take me to start all over and fill out the new form ?
Ses05F_script01_3_M035,2,it was all like some kind of bus accident to them . i went back to work with my dad in that whole rat race again .
Ses05F_script02_1_M004,1,the flashlight the silver one there s only one isn t there ?
Ses04F_impro04_M029,1,well you re going to have to . you don t really have an option . what s your problem ?
Ses01M_impro04_F019,2,i can t finish the sentence with you without you jumping in . . .
Ses05M_impro07_M019,2,i don t you know i feel the same way you know what i mean . and everybody says a lot of other crap you know they don t know what they are talking about anyway .
Ses01M_impro02_M002,2,i just got a letter i have to go back .
Ses03M_script01_1_M010,1,no i don t want to argue with him but it s time that he realizes that nobody believes larry s coming back anymore .
Ses05M_impro03_M030,2,oh yeah yeah yeah yeah i mean actually we lived together awhile back when we yeah back in college for a little while . yeah .
Ses05M_script01_1b_F034,0,you don t want to think like that .
Ses05F_impro07_F013,2,i know they have a really really great program for what i want to do .
Ses04M_script01_2_M019,0,what have i got to hide ? what the hell is the matter with you kate ?
Ses03M_impro05b_M006,1,you can report lost property ?
Ses01M_impro01_M019,1,no i don t have driver s license .
Ses04M_impro05_M036,1,just please will you please just work with me here ? just all i m asking you to do is just work with me . i know i know that you get lots of people all day long who give you shit give you crap but
Ses05M_impro07_F035,2,you ve got a lot oh awesome .
Ses01F_script03_2_F001,2,oh . you knew there was nothing in that .
Ses03F_impro06_F015,2,i know . he was he had so much going for him .
Ses01F_impro04_F032,0,the bus i m riding the bus because i want to .
Ses05F_script01_2_M005,1,now listen kate just 
Ses01M_script02_2_F032,0,oh sure this is standing on the beach this is waiting fighting .
Ses04M_impro08_F006,1,yes and i ve been through all of the menus pushed one and star and pound and all of that stuff and i m just trying to get through to a person who can
Ses05M_script01_1b_M032,0,but if that can t happen then i ll just get out .
Ses03F_impro08_F015,2,no we don t just give you things . we re we re 
Ses04F_impro01_M017,1,and uh throw it away . i need you to fill out a new form .
Ses04F_script01_1_M039,1,yes i like it an hour a day . if i have to grub for money all day long at least at evening i want it beautiful .
Ses04M_impro03_F025,2,all fruit and brown . laughter 
Ses05F_impro04_F008,0,i still can t live on in six seven and five . it s not possible in los angeles . housing is too expensive .
Ses05F_impro05_M020,1,obviously ma am .
Ses05F_script03_2_F032,0,turn it on again .
Ses03M_script02_2_F033,0,cause everything isn t anything like i thought it would be .
Ses03M_script03_2_M008,0,yeah so am i . bored stiff .
Ses04F_script02_2_F007,0,for heaven s sake this is not about fish .
Ses01F_script01_1_F009,1,what do you want to do ? argue with him ?
Ses02F_impro05_F004,2,how much ?
Ses02M_impro01_M015,1,i cannot go back in that line . i ve got stuff i need to do i mean 
Ses04F_impro08_M013,0,look i don t want to be transferred over to another all i want to do is just give you my name and address so you can send me a check .
Ses04M_script01_1_M017,1,you know why .
Ses02F_impro08_F008,2,i can do that right now for you . no absolutely . i can take care of you all the way through to the end .
Ses02M_impro05_M002,2,yes yes it s gone around like you know twenty times . it s been about a half hour .
Ses05M_script03_2_M026,0,i m sure you had a riotous time no restrain at all very enjoyable . you never had much anyway .
Ses01M_script01_1_M019,1,so it s okay then ? i m just going to go ahead with it ?
Ses05F_script03_1_M027,2,how long did that row last ?
Ses02F_script03_1_M022,2,let s be superficial and pity the poor philosophers . let s blow our trumpets and squeakers and enjoy the party as much as we can . like quite idiotic very small school children . let s savor the delight of the moment .
Ses01F_script01_3_F000,2,you re the only one who still loves his parents .
Ses01M_script01_1_F036,0,you have a business here . i said what the hell is this ?
Ses05F_impro04_F034,1,yeah i follow up .
Ses01M_impro05_M024,0,fifty dollars is not going to cover me for my job okay ?
Ses03M_script01_1_M027,0,well to hell with that .
Ses04M_impro02_M012,1,look honey it s it s it s only going to be a year .
Ses05F_impro02_M016,1,i don t know i don t know what i m going to do . i don t know how to 
Ses02F_script01_1_M025,0,to hell with that .
Ses04M_impro03_M009,2,but uh no i mean you know . you know i really want you to like you know sort of
Ses03F_impro04_F008,1,yeah but what if i never make it ? what if i studied all my life this theatre this acting and i m never going to get anywhere . i m never going to be able to have a job .
Ses05F_impro04_F004,1,i mean i just don t i don t know . if you don t have a lot of qualification where do you where do you find work ? it s like l .a . is so frustrating because if you don t know somebody you can t you can t get a job . it s impossible . it s totally discriminatory . you have to know somebody .
Ses01F_script02_2_F029,1, breathing 
Ses04F_script03_2_F040,0,this is the end do you understand ? the end 
Ses05F_impro01_F017,0,isn t there anything you can do ? just call over and ask them if i can go to the front of the line in the other line .
Ses02F_impro07_F008,2, . . .hang out and like have our different lives and meet each other s friends and stuff . so i m just so glad cause they have such a good school
Ses03F_impro07_M026,2,hell yeah . pass out .
Ses04F_script01_1_F030,0,well that s a good answer but it don t answer anything . you haven t seen her since you went to war . it s been five years .
Ses04M_script03_2_M049,0,you re a vile tempered loosed living
Ses03F_impro04_F005,1, just going and auditioning and auditioning and rejection after refection it s like 
Ses05M_script02_2_M025,0,do you think that i thought there would be times when you would look at me like i was used kleenex or i would look at you and think good god when s the next flight to alaska ? no . no i m just like you . i thought it would all be like peaches and roses and sand in our toes and wind in our hair and the fish would always come . and the bills would magically pay themselves . and we d have three fat rosy kids . but ha ha baby the jokes on us !
Ses05F_impro07_F033,2, laughter 
Ses01M_impro03_M016,2,i know . also i get to like plan the wedding now too . that will be fun .
Ses05M_impro07_F011,2,uh huh . yes seriously for years .
Ses04F_script02_2_M044,2,i don t know . it seemed like a good spot to me .
Ses04F_impro01_M006,1,and i got to i got to work here all day long . okay . i ve got to deal with you people all day .
Ses05F_script03_1_M005,2,hello ? hello ? what ? wrong number .
Ses03M_impro01_M014,0,hey no give me that back .
Ses04M_impro02_M017,1,it is . it is . it is . it is . i m going to write you every day .
Ses04F_script02_2_F002,0,it s pr . somebody sold you a bill of goods that this wonderful event is going to take place on the beach .
Ses02M_script01_2_F016,1,don t stop believing .
Ses03M_script03_2_F038,0,very well . if you insist on being a boorish and idiotic .
Ses01M_script03_2_F010,2,no thank you .
Ses02F_script02_2_M028,1,a new carpet ? a poodle ? ice cream ? back rub ? a suicide pact ? what ? what ? carla what the hell do you want ?
Ses02F_impro02_F003,2,i don t think so .
Ses03F_script03_2_M001,0,i knew nothing of the sort . you took presents from him .
Ses01F_script03_1_F002,2,it had to happen sooner or later . what are we going to do ?
Ses05M_impro01_M015,0,wouldn t you ? oh come on . you just tell me . you would make an exception for me .
Ses03M_script03_2_F011,0,i don t see what you have to go on and on with this kind of thing .
Ses05F_script01_1_F033,0,what the hell is this ?
Ses03F_script01_1_F052,2,i don t know you do i ?
Ses02F_impro07_F023,2,so um so i don t know .
Ses04F_script03_2_M027,0,i m not in the least drunk .
Ses02F_impro01_M013,1,okay . but how do i that s that s not proof to me . how do i know that you know that it s really you . i need 
Ses01M_impro01_M009,1,that s why i m here that s why i was waiting in this line . i need to get another form of id .
Ses03M_impro01_F020,1,really ?
Ses03F_script03_2_F038,0,listen indeed . no no no no . i am sick and tired of listening to you you sadistic bully .
Ses05F_impro03_F046,2,i have to think about moving now . we re going to move in together
Ses03M_script01_2_F001,0,well she s been away for three and a half years in new york and suddenly she just shows up .
Ses04M_script01_1_M037,0,the business ? the business doesn t inspire me .
Ses04F_impro04_F013,0,i don t even i mean you have to have some kind of an idea . something you could possibly throw out there that i could maybe use .
Ses03F_impro06_M011,2,yeah but you were there all the hospital days . by his bed 
Ses01M_impro03_M012,2,i know . what do you think i should 
Ses04M_impro05_F031,1,the fifty dollars i m going to give you for your bag is really all i m concerned with .
Ses01M_script03_2_M012,2,i ll have a little i think .
Ses05M_script01_1b_M031,0,i ve given it three years of thought . i had hoped if i waited dad would ve forgotten him by now and we could have a a regular wedding and everybody happy .
Ses02M_script01_2_M001,2,well maybe he just wanted to see her again .
Ses02F_impro04_F002,1,oh we re not hiring at this time or thank you we already have your information on file we ll call you when we re ready .
Ses03F_impro08_F016,2,we compensating you for all your 
Ses05F_impro01_F011,1,i don t have time for this today and 
Ses03F_impro04_F021,1, breathing brian 
Ses01M_script01_1_M011,1,i don t want to argue with him it s just for god s sake it s time he realized that no one believes with him any more .
Ses05M_script02_2_M037,2,well it isn t champagne .
Ses04M_script03_2_M051,0,you re not going like this .
Ses04M_script01_2_M016,1,alright alright . calm yourself .
Ses04F_script01_1_M009,0,you know that larry s not coming back and i know it . why do we allow him to go on thinking that we believe with him ?
Ses05M_script03_2_M027,0,i am not the slightest bit drunk .
Ses04M_script01_2_F003,0,nobody comes seven hundred miles just to see .
Ses05M_script01_1b_M026,1,so what i m not fast with women ?
Ses05F_script03_1_M022,2,darling come here and kiss me before your body rots and worms pop in and out of your eye sockets .
Ses04F_impro04_F015,0,extreme request . i want to find a job . everybody wants to find a job . it s really not that .
Ses02F_impro07_M017,2,right . right . right . oh man then you re going to have to do orientation i guess .
Ses02F_impro03_M015,2,okay . you know you know where ? or 
Ses04F_impro03_F048,2,you really like
Ses05F_script03_2_M030,1,oh this is very interesting . we we might get a splendid debate going about this intemperate tots .
Ses02M_script03_2_M015,1,nothing .
Ses02M_impro03_M000,2,oh you re never going to believe it .
Ses02M_script03_2_M044,0,you re not .
Ses04M_impro02_M007,1,i know that . i know that . i know that .
Ses05F_impro03_F007,2,i know me neither .
Ses01M_script02_1_F020,1,i m not .
Ses03F_script03_2_M038,0,turn it off .
Ses04F_impro01_M013,1,and you filled out 
Ses02M_script03_1_M009,2,oh darling don t say that .
Ses05F_impro04_M012,2,well what are you going to do about it to make it different ?
Ses02M_impro07_M014,2,hey yes you know that s that s what i m coming for .
Ses04F_script03_1_F024,2,yes i know you did . you threw him out of the window into the grand canal . i don t think i ll ever forgive you for that .
Ses01F_script01_2_F006,0,she is not his girl . she knows she s not .
Ses02F_script01_2_M005,2,well so what ?
Ses03F_impro08_M008,0,what ? it s my phone . you can t even call me on it . i don t have another phone .
Ses04M_impro05_M038,0,please .
Ses04F_script01_1_M026,2,i wanted to get this settled first .
Ses04M_script01_1_F021,0,i ignore what i got to ignore . the girl is larry s girl .
Ses04M_impro02_M020,1,i can t do it . i d love to . i mean i don t if you understand i don t want to stay .
Ses01F_script03_2_F015,0,no . i am just making myself fascinating for you .
Ses04M_impro04_M019,1, because you were always wrong and and and this time you were right . and and i didn t yeah that s why .
Ses05F_impro05_M047,1,well it sounds to me like you re being ridiculous
Ses05M_impro05_M020,1,i mean some information here would be great . some help . can you like type something in and find out ?
Ses03M_impro05b_M011,0,i m going to san diego tomorrow to stay with my family . what do i need hotel lodging for hmmm ? can you tell me that ?
Ses04F_impro02_F017,0,thanks that helps .
Ses01M_impro04_M013,1,i come across angry ?
Ses04M_script02_2_F024,1,no .
Ses03F_impro06_M004,2,he was in chemo the whole time right ?
Ses03F_impro06_M002,2,i didn t know him tricia but uh i heard that he was a great man .
Ses01M_impro06_F016,2,mmhmm .
Ses03F_script01_3_F005,1,well for one thing your mother so much has told me to go . laughter .
Ses02F_impro01_F021,0,who you always use your driver s license . i mean you re not coming to the d .m .v . if you re not over sixteen and that s when you get your driver s license so you re never gonna need it anyway .
Ses05F_impro02_F026,1,i understand baby . i m sorry . i mean try to understand i m i m scared myself .
Ses05F_script01_1_F030,1,no i don t want a diagram but chris your father thinks larry s coming back .
Ses01F_script01_1_M026,1,so what . i m not fast with women .
Ses03M_impro08b_F004,1,well my phone isn t working and it hasn t been working for the last five days .
Ses05F_impro04_F002,1,i don t know . i mean what am i supposed to do ? i ve it s not for lack of effort . i ve been trying .
Ses03F_impro08_F005,2,well um we have a little problem with the system going on . one of our satellites is down and i 
Ses03F_script02_2_F035,0,no it s not . it s standing on the beach waiting and fighting .
Ses03F_script02_2_F032,1,no .
Ses03M_impro05a_M014,0,yeah .
Ses05M_script01_3_F010,2,i almost got married two years ago .
Ses04M_impro05_F010,2,i can t do that .
Ses01F_impro02_F017,2,we ve got friends that s why we moved here huh ? because there is a day care down the street .
Ses01F_script03_2_M037,0,you are a vile ill tempered loose living wicked little beast and i never want to see you again as long as i live .
Ses05M_impro07_F030,2,yeah .
Ses04F_impro07_F004,2,well yeah that s the general idea . laughter 
Ses01F_script03_2_F029,0,not very funny darling . why don t you have some more brandy .
Ses03M_script01_2_F019,2,i can t help it .
Ses03M_impro04_M022,1,i m freaking typing sixty words a minute .
Ses01M_impro03_F013,2,yeah .
Ses02F_impro06_F002,2,it seemed like he had a little bit longer . like just last week he was doing was so well .
Ses03F_script02_2_F034,1,this what ? what is this ? this is nothing .
Ses04M_impro04_M006,1,yeah i do . i do . you don t understand .
Ses04M_impro02_M022,1,i ve asked already . i can t go back .
Ses01M_script01_1_F019,1,well that s only your business chris .
Ses02F_script02_1_F005,2,yeah .
Ses03F_impro04_F007,1,i feel like i m not doing anything . like i m not giving anything into this world .
Ses03F_script03_2_M002,0,i remember it well . bristling with diamonds . in the worst possible taste .
Ses01M_impro06_M008,2,it s just really . . .really messed up .
Ses03M_script03_2_F042,0,this is the end . understand ? this is the end here and now forever and always .
Ses01M_script02_2_F016,0,i feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up and the fish never show .
Ses02M_impro07_F016,2,you get to like be a part of that .
Ses04F_impro07_F015,2,u .s .c . has a major in that right .
Ses01M_script03_1_F010,2, laughter 
Ses04M_script01_1_F031,1,alright then mom .
Ses04F_impro01_F019,0,i m testing your patience ?
Ses05M_impro07_M045,2,i had to tell you right away . i knew you d be excited .
Ses03M_impro01_F021,1,she s not actually in the building . she s only on the phone . sir please leave this line immediately .
